Year,TotalTDFDistance,Stage
1903,2428,Stage 6 : Nantes > Paris
1903,2428,Stage 1 : Paris > Lyon
1903,2428,Stage 2 : Lyon > Marseille
1903,2428,Stage 5 : Bordeaux > Nantes
1903,2428,Stage 4 : Toulouse > Bordeaux
1903,2428,Stage 3 : Marseille > Toulouse
1904,2428,Stage 6 : Ville d'Avray > Paris
1904,2428,Stage 5 : Bordeaux > Nantes
1904,2428,Stage 4 : Toulouse > Bordeaux
1904,2428,Stage 3 : Marseille > Toulouse
1904,2428,Stage 2 : Lyon > Marseille
1904,2428,Stage 1 : Paris > Lyon
1905,2994,Stage 1 : Paris > Nancy
1905,2994,Stage 2 : Nancy > Besançon
1905,2994,Stage 3 : Besançon > Grenoble
1905,2994,Stage 4 : Grenoble > Toulon
1905,2994,Stage 5 : Toulon > Nimes
1905,2994,Stage 6 : Nimes > Toulouse
1905,2994,Stage 7 : Toulouse > Bordeaux
1905,2994,Stage 8 : Bordeaux > La Rochelle
1905,2994,Stage 9 : La Rochelle > Rennes
1905,2994,Stage 10 : Rennes > Caen
1905,2994,Stage 11 : Caen > Paris
1906,4637,Stage 1 : Paris > Lille
1906,4637,Stage 2 : Douai > Nancy
1906,4637,Stage 3 : Nancy > Dijon
1906,4637,Stage 4 : Dijon > Grenoble
1906,4637,Stage 5 : Grenoble > Nice
1906,4637,Stage 6 : Nice > Marseille
1906,4637,Stage 13.1 : Caen > Paris
1906,4637,Stage 8 : Toulouse > Bayonne
1906,4637,Stage 9 : Bayonne > Bordeaux
1906,4637,Stage 10 : Bordeaux > Nantes
1906,4637,Stage 11 : Nantes > Brest
1906,4637,Stage 12 : Brest > Caen
1906,4637,Stage 13.2 : Caen > Paris
1906,4637,Stage 7 : Marseille > Toulouse
1907,4488,Stage 5 : Lyon > Grenoble
1907,4488,Stage 1 : Paris > Roubaix
1907,4488,Stage 2 : Roubaix > Metz
1907,4488,Stage 3 : Metz > Belfort
1907,4488,Stage 4 : Belfort > Lyon
1907,4488,Stage 6 : Grenoble > Nice
1907,4488,Stage 13 : Brest > Caen
1907,4488,Stage 8 : Nimes > Toulouse
1907,4488,Stage 9 : Toulouse > Bayonne
1907,4488,Stage 10 : Bayonne > Bordeaux
1907,4488,Stage 11 : Bordeaux > Nantes
1907,4488,Stage 12 : Nantes > Brest
1907,4488,Stage 14 : Caen > Paris
1907,4488,Stage 7 : Nice > Nimes
1908,4488,Stage 1 : Paris > Roubaix
1908,4488,Stage 2 : Roubaix > Metz
1908,4488,Stage 3 : Metz > Belfort
1908,4488,Stage 4 : Belfort > Lyon
1908,4488,Stage 5 : Lyon > Grenoble
1908,4488,Stage 6 : Grenoble > Nice
1908,4488,Stage 7 : Nice > Nimes
1908,4488,Stage 8 : Nimes > Toulouse
1908,4488,Stage 10 : Bayonne > Bordeaux
1908,4488,Stage 11 : Bordeaux > Nantes
1908,4488,Stage 12 : Nantes > Brest
1908,4488,Stage 13 : Brest > Caen
1908,4488,Stage 14.1 : Caen > Paris
1908,4488,Stage 14.2 : Caen > Paris
1908,4488,Stage 9 : Toulouse > Bayonne
1909,4497,Stage 6 : Grenoble > Nice
1909,4497,Stage 1 : Paris > Roubaix
1909,4497,Stage 2 : Roubaix > Metz
1909,4497,Stage 3 : Metz > Belfort
1909,4497,Stage 4 : Belfort > Lyon
1909,4497,Stage 7 : Nice > Nimes
1909,4497,Stage 5 : Lyon > Grenoble
1909,4497,Stage 9 : Toulouse > Bayonne
1909,4497,Stage 14 : Caen > Paris
1909,4497,Stage 10 : Bayonne > Bordeaux
1909,4497,Stage 11 : Bordeaux > Nantes
1909,4497,Stage 12 : Nantes > Brest
1909,4497,Stage 13 : Brest > Caen
1909,4497,Stage 8 : Nimes > Toulouse
1910,4734,Stage 1 : Paris > Roubaix
1910,4734,Stage 2 : Roubaix > Metz
1910,4734,Stage 3 : Metz > Belfort
1910,4734,Stage 4 : Belfort > Lyon
1910,4734,Stage 5 : Lyon > Grenoble
1910,4734,Stage 6 : Grenoble > Nice
1910,4734,Stage 7 : Nice > Nimes
1910,4734,Stage 9 : Perpignan > Luchon
1910,4734,Stage 10 : Luchon > Bayonne
1910,4734,Stage 11 : Bayonne > Bordeaux
1910,4734,Stage 12 : Bordeaux > Nantes
1910,4734,Stage 13 : Nantes > Brest
1910,4734,Stage 14 : Brest > Caen
1910,4734,Stage 15 : Caen > Paris
1910,4734,Stage 8 : Nimes > Perpignan
1911,5343,Stage 6 : Grenoble > Nice
1911,5343,Stage 1 : Paris > Dunkerque
1911,5343,Stage 2 : Dunkerque > Longwy
1911,5343,Stage 3 : Longwy > Belfort
1911,5343,Stage 4 : Belfort > Chamonix
1911,5343,Stage 5 : Chamonix > Grenoble
1911,5343,Stage 7 : Nice > Marseille
1911,5343,Stage 15 : Le Havre > Paris
1911,5343,Stage 9 : Perpignan > Luchon
1911,5343,Stage 10 : Luchon > Bayonne
1911,5343,Stage 11 : Bayonne > La Rochelle
1911,5343,Stage 12 : La Rochelle > Brest
1911,5343,Stage 13 : Brest > Cherbourg-en-Cotentin
1911,5343,Stage 14 : Cherbourg-en-Cotentin > Le Havre
1911,5343,Stage 8 : Marseille > Perpignan
1912,5289,Stage 6 : Grenoble > Nice
1912,5289,Stage 1 : Paris > Dunkerque
1912,5289,Stage 2 : Dunkerque > Longwy
1912,5289,Stage 3 : Longwy > Belfort
1912,5289,Stage 4 : Belfort > Chamonix
1912,5289,Stage 5 : Chamonix > Grenoble
1912,5289,Stage 7 : Nice > Marseille
1912,5289,Stage 15 : Le Havre > Paris
1912,5289,Stage 9 : Perpignan > Luchon
1912,5289,Stage 10 : Luchon > Bayonne
1912,5289,Stage 11 : Bayonne > La Rochelle
1912,5289,Stage 12 : La Rochelle > Brest
1912,5289,Stage 13 : Brest > Cherbourg-en-Cotentin
1912,5289,Stage 14 : Cherbourg-en-Cotentin > Le Havre
1912,5289,Stage 8 : Marseille > Perpignan
1913,5287,Stage 1 : Paris > Le Havre
1913,5287,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1913,5287,Stage 3 : Cherbourg-en-Cotentin > Brest
1913,5287,Stage 4 : Brest > La Rochelle
1913,5287,Stage 5 : La Rochelle > Bayonne
1913,5287,Stage 6 : Bayonne > Luchon
1913,5287,Stage 7 : Luchon > Perpignan
1913,5287,Stage 8 : Perpignan > Aix en Provence
1913,5287,Stage 10 : Nice > Grenoble
1913,5287,Stage 11 : Grenoble > Genève
1913,5287,Stage 12 : Genève > Belfort
1913,5287,Stage 13 : Belfort > Longwy
1913,5287,Stage 14 : Longwy > Dunkerque
1913,5287,Stage 15 : Dunkerque > Paris
1913,5287,Stage 9 : Aix en Provence > Nice
1914,5380,Stage 5 : La Rochelle > Bayonne
1914,5380,Stage 1 : Paris > Le Havre
1914,5380,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1914,5380,Stage 3 : Cherbourg-en-Cotentin > Brest
1914,5380,Stage 4 : Brest > La Rochelle
1914,5380,Stage 6 : Bayonne > Luchon
1914,5380,Stage 7 : Luchon > Perpignan
1914,5380,Stage 8 : Perpignan > Marseille
1914,5380,Stage 9 : Marseille > Nice
1914,5380,Stage 10 : Nice > Grenoble
1914,5380,Stage 11 : Grenoble > Genève
1914,5380,Stage 12 : Genève > Belfort
1914,5380,Stage 13 : Belfort > Longwy
1914,5380,Stage 14 : Longwy > Dunkerque
1914,5380,Stage 15 : Dunkerque > Paris
1919,5560,Stage 1 : Paris > Le Havre
1919,5560,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1919,5560,Stage 3 : Cherbourg-en-Cotentin > Brest
1919,5560,Stage 4 : Brest > Les Sables
1919,5560,Stage 5 : Les Sables > Bayonne
1919,5560,Stage 6 : Bayonne > Luchon
1919,5560,Stage 7 : Luchon > Perpignan
1919,5560,Stage 8 : Perpignan > Marseille
1919,5560,Stage 9 : Marseille > Nice
1919,5560,Stage 11 : Grenoble > Genève
1919,5560,Stage 12 : Genève > Strasbourg
1919,5560,Stage 13 : Strasbourg > Metz
1919,5560,Stage 14 : Metz > Dunkerque
1919,5560,Stage 15 : Dunkerque > Paris
1919,5560,Stage 10 : Nice > Grenoble
1920,5503,Stage 4 : Brest > Les Sables
1920,5503,Stage 5 : Les Sables > Bayonne
1920,5503,Stage 3 : Cherbourg-en-Cotentin > Brest
1920,5503,Stage 1 : Paris > Le Havre
1920,5503,Stage 6 : Bayonne > Luchon
1920,5503,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1920,5503,Stage 7 : Luchon > Perpignan
1920,5503,Stage 15 : Dunkerque > Paris
1920,5503,Stage 9 : Aix en Provence > Nice
1920,5503,Stage 10 : Nice > Grenoble
1920,5503,Stage 11 : Grenoble > Gex
1920,5503,Stage 12 : Gex > Strasbourg
1920,5503,Stage 13 : Strasbourg > Metz
1920,5503,Stage 14 : Metz > Dunkerque
1920,5503,Stage 8 : Perpignan > Aix en Provence
1921,5485,Stage 6 : Bayonne > Luchon
1921,5485,Stage 1 : Paris > Le Havre
1921,5485,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1921,5485,Stage 3 : Cherbourg-en-Cotentin > Brest
1921,5485,Stage 4 : Brest > Les Sables
1921,5485,Stage 5 : Les Sables > Bayonne
1921,5485,Stage 7 : Luchon > Perpignan
1921,5485,Stage 15 : Dunkerque > Paris
1921,5485,Stage 9 : Toulon > Nice
1921,5485,Stage 10 : Nice > Grenoble
1921,5485,Stage 11 : Grenoble > Genève
1921,5485,Stage 12 : Genève > Strasbourg
1921,5485,Stage 13 : Strasbourg > Metz
1921,5485,Stage 14 : Metz > Dunkerque
1921,5485,Stage 8 : Perpignan > Toulon
1922,5375,Stage 1 : Paris > Le Havre
1922,5375,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1922,5375,Stage 3 : Cherbourg-en-Cotentin > Brest
1922,5375,Stage 4 : Brest > Les Sables
1922,5375,Stage 5 : Les Sables > Bayonne
1922,5375,Stage 6 : Bayonne > Luchon
1922,5375,Stage 7 : Luchon > Perpignan
1922,5375,Stage 10 : Nice > Briançon
1922,5375,Stage 9 : Toulon > Nice
1922,5375,Stage 11 : Briançon > Genève
1922,5375,Stage 12 : Genève > Strasbourg
1922,5375,Stage 13 : Strasbourg > Metz
1922,5375,Stage 14 : Metz > Dunkerque
1922,5375,Stage 15 : Dunkerque > Paris
1922,5375,Stage 8 : Perpignan > Toulon
1923,5386,Stage 4 : Brest > Les Sables
1923,5386,Stage 3 : Cherbourg-en-Cotentin > Brest
1923,5386,Stage 11 : Briançon > Genève
1923,5386,Stage 1 : Paris > Le Havre
1923,5386,Stage 5 : Les Sables > Bayonne
1923,5386,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1923,5386,Stage 6 : Bayonne > Luchon
1923,5386,Stage 14 : Metz > Dunkerque
1923,5386,Stage 8 : Perpignan > Toulon
1923,5386,Stage 15 : Dunkerque > Paris
1923,5386,Stage 13 : Strasbourg > Metz
1923,5386,Stage 7 : Luchon > Perpignan
1923,5386,Stage 10 : Nice > Briançon
1923,5386,Stage 9 : Toulon > Nice
1923,5386,Stage 12 : Genève > Strasbourg
1924,5425,Stage 1 : Paris > Le Havre
1924,5425,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1924,5425,Stage 3 : Cherbourg-en-Cotentin > Brest
1924,5425,Stage 4 : Brest > Les Sables
1924,5425,Stage 6 : Bayonne > Luchon
1924,5425,Stage 8 : Perpignan > Toulon
1924,5425,Stage 5 : Les Sables > Bayonne
1924,5425,Stage 10 : Nice > Briançon
1924,5425,Stage 11 : Briançon > Gex
1924,5425,Stage 12 : Gex > Strasbourg
1924,5425,Stage 13 : Strasbourg > Metz
1924,5425,Stage 14 : Metz > Dunkerque
1924,5425,Stage 15 : Dunkerque > Paris
1924,5425,Stage 9 : Toulon > Nice
1924,5425,Stage 7 : Luchon > Perpignan
1925,5440,Stage 8 : Bayonne > Luchon
1925,5440,Stage 1 : Paris > Le Havre
1925,5440,Stage 2 : Le Havre > Cherbourg-en-Cotentin
1925,5440,Stage 3 : Cherbourg-en-Cotentin > Brest
1925,5440,Stage 4 : Brest > Vannes
1925,5440,Stage 5 : Vannes > Les Sables
1925,5440,Stage 6 : Les Sables > Bordeaux
1925,5440,Stage 7 : Bordeaux > Bayonne
1925,5440,Stage 9 : Luchon > Perpignan
1925,5440,Stage 11 : Nimes > Toulon
1925,5440,Stage 12 : Toulon > Nice
1925,5440,Stage 13 : Nice > Briançon
1925,5440,Stage 14 : Briançon > Evian-les-Bains
1925,5440,Stage 15 : Evian-les-Bains > Mulhouse
1925,5440,Stage 16 : Mulhouse > Metz
1925,5440,Stage 17 : Metz > Dunkerque
1925,5440,Stage 18 : Dunkerque > Paris
1925,5440,Stage 10 : Perpignan > Nimes
1926,5745,Stage 6 : Cherbourg-en-Cotentin > Brest
1926,5745,Stage 5 : Le Havre > Cherbourg-en-Cotentin
1926,5745,Stage 1 : Evian-les-Bains > Mulhouse
1926,5745,Stage 3 : Metz > Dunkerque
1926,5745,Stage 2 : Mulhouse > Metz
1926,5745,Stage 7 : Brest > Les Sables
1926,5745,Stage 4 : Dunkerque > Le Havre
1926,5745,Stage 8 : Les Sables > Bordeaux
1926,5745,Stage 11 : Luchon > Perpignan
1926,5745,Stage 10 : Bayonne > Luchon
1926,5745,Stage 12 : Perpignan > Toulon
1926,5745,Stage 13 : Toulon > Nice
1926,5745,Stage 14 : Nice > Briançon
1926,5745,Stage 15 : Briançon > Evian-les-Bains
1926,5745,Stage 16 : Evian-les-Bains > Dijon
1926,5745,Stage 17 : Dijon > Paris
1926,5745,Stage 9 : Bordeaux > Bayonne
1927,5398,Stage 7 : Brest > Vannes
1927,5398,Stage 10 : Bordeaux > Bayonne
1927,5398,Stage 9 : Les Sables > Bordeaux
1927,5398,Stage 6 : Dinan > Brest
1927,5398,Stage 11 : Bayonne > Luchon
1927,5398,Stage 4 : Caen > Cherbourg-en-Cotentin
1927,5398,Stage 3 : Le Havre > Caen
1927,5398,Stage 2 : Dieppe > Le Havre
1927,5398,Stage 1 : Paris > Dieppe
1927,5398,Stage 5 : Cherbourg-en-Cotentin > Dinan
1927,5398,Stage 12 : Luchon > Perpignan
1927,5398,Stage 8 : Vannes > Les Sables
1927,5398,Stage 14 : Marseille > Toulon
1927,5398,Stage 13 : Perpignan > Marseille
1927,5398,Stage 22 : Metz > Charleville-Mézières
1927,5398,Stage 21 : Strasbourg > Metz
1927,5398,Stage 20 : Belfort > Strasbourg
1927,5398,Stage 19 : Pontarlier > Belfort
1927,5398,Stage 23 : Charleville-Mézières > Dunkerque
1927,5398,Stage 17 : Briançon > Evian-les-Bains
1927,5398,Stage 24 : Dunkerque > Paris
1927,5398,Stage 16 : Nice > Briançon
1927,5398,Stage 15 : Toulon > Nice
1927,5398,Stage 18 : Evian-les-Bains > Pontarlier
1928,5476,Stage 9 : Hendaye > Luchon
1928,5476,Stage 1 : Paris > Caen
1928,5476,Stage 2 : Caen > Cherbourg-en-Cotentin
1928,5476,Stage 3 : Cherbourg-en-Cotentin > Dinan
1928,5476,Stage 4 : Dinan > Brest
1928,5476,Stage 5 : Brest > Vannes
1928,5476,Stage 6 : Vannes > Les Sables
1928,5476,Stage 7 : Les Sables > Bordeaux
1928,5476,Stage 8 : Bordeaux > Hendaye
1928,5476,Stage 10 : Luchon > Perpignan
1928,5476,Stage 12 : Marseille > Nice
1928,5476,Stage 22 : Dieppe > Paris
1928,5476,Stage 13 : Nice > Grenoble
1928,5476,Stage 14 : Grenoble > Evian-les-Bains
1928,5476,Stage 15 : Evian-les-Bains > Pontarlier
1928,5476,Stage 16 : Pontarlier > Belfort
1928,5476,Stage 17 : Belfort > Strasbourg
1928,5476,Stage 18 : Strasbourg > Metz
1928,5476,Stage 19 : Metz > Charleville-Mézières
1928,5476,Stage 20 : Charleville-Mézières > Malo
1928,5476,Stage 21 : Malo > Dieppe
1928,5476,Stage 11 : Perpignan > Marseille
1929,5286,Stage 8 : Bordeaux > Bayonne
1929,5286,Stage 7 : Les Sables > Bordeaux
1929,5286,Stage 6 : Vannes > Les Sables
1929,5286,Stage 5 : Brest > Vannes
1929,5286,Stage 9 : Bayonne > Luchon
1929,5286,Stage 3 : Cherbourg-en-Cotentin > Dinan
1929,5286,Stage 2 : Caen > Cherbourg-en-Cotentin
1929,5286,Stage 1 : Paris > Caen
1929,5286,Stage 4 : Dinan > Brest
1929,5286,Stage 10 : Luchon > Perpignan
1929,5286,Stage 12 : Marseille > Cannes
1929,5286,Stage 22 : Dieppe > Paris
1929,5286,Stage 21 : Malo > Dieppe
1929,5286,Stage 20 : Charleville-Mézières > Malo
1929,5286,Stage 19 : Metz > Charleville-Mézières
1929,5286,Stage 18 : Strasbourg > Metz
1929,5286,Stage 11 : Perpignan > Marseille
1929,5286,Stage 16 : Evian-les-Bains > Belfort
1929,5286,Stage 15 : Grenoble > Evian-les-Bains
1929,5286,Stage 14 : Nice > Grenoble
1929,5286,Stage 13 : Cannes > Nice
1929,5286,Stage 17 : Belfort > Strasbourg
1930,4822,Stage 9 : Pau > Luchon
1930,4822,Stage 1 : Paris > Caen
1930,4822,Stage 2 : Caen > Dinan
1930,4822,Stage 3 : Dinan > Brest
1930,4822,Stage 4 : Brest > Vannes
1930,4822,Stage 5 : Vannes > Les Sables
1930,4822,Stage 6 : Les Sables > Bordeaux
1930,4822,Stage 7 : Bordeaux > Hendaye
1930,4822,Stage 8 : Hendaye > Pau
1930,4822,Stage 10 : Luchon > Perpignan
1930,4822,Stage 14 : Cannes > Nice
1930,4822,Stage 12 : Montpellier > Marseille
1930,4822,Stage 13 : Marseille > Cannes
1930,4822,Stage 15 : Nice > Grenoble
1930,4822,Stage 16 : Grenoble > Evian-les-Bains
1930,4822,Stage 17 : Evian-les-Bains > Belfort
1930,4822,Stage 18 : Belfort > Metz
1930,4822,Stage 19 : Metz > Charleville-Mézières
1930,4822,Stage 20 : Charleville-Mézières > Malo
1930,4822,Stage 21 : Malo > Paris
1930,4822,Stage 11 : Perpignan > Montpellier
1931,5091,Stage 7 : Bordeaux > Bayonne
1931,5091,Stage 9 : Pau > Luchon
1931,5091,Stage 8 : Bayonne > Pau
1931,5091,Stage 6 : Les Sables > Bordeaux
1931,5091,Stage 10 : Luchon > Perpignan
1931,5091,Stage 4 : Brest > Vannes
1931,5091,Stage 3 : Dinan > Brest
1931,5091,Stage 2 : Caen > Dinan
1931,5091,Stage 1 : Paris > Caen
1931,5091,Stage 5 : Vannes > Les Sables
1931,5091,Stage 11 : Perpignan > Montpellier
1931,5091,Stage 23 : Charleville-Mézières > Malo
1931,5091,Stage 13 : Marseille > Cannes
1931,5091,Stage 12 : Montpellier > Marseille
1931,5091,Stage 22 : Metz > Charleville-Mézières
1931,5091,Stage 21 : Colmar > Metz
1931,5091,Stage 20 : Belfort > Colmar
1931,5091,Stage 19 : Evian-les-Bains > Belfort
1931,5091,Stage 24 : Malo > Paris
1931,5091,Stage 17 : Grenoble > Aix-les-Bains
1931,5091,Stage 16 : Gap > Grenoble
1931,5091,Stage 15 : Nice > Gap
1931,5091,Stage 14 : Cannes > Nice
1931,5091,Stage 18 : Aix-les-Bains > Evian-les-Bains
1932,4479,Stage 9 : Marseille > Cannes
1932,4479,Stage 1 : Paris > Caen
1932,4479,Stage 2 : Caen > Nantes
1932,4479,Stage 3 : Nantes > Bordeaux
1932,4479,Stage 4 : Bordeaux > Pau
1932,4479,Stage 5 : Pau > Luchon
1932,4479,Stage 6 : Luchon > Perpignan
1932,4479,Stage 7 : Perpignan > Montpellier
1932,4479,Stage 8 : Montpellier > Marseille
1932,4479,Stage 10 : Cannes > Nice
1932,4479,Stage 11 : Nice > Gap
1932,4479,Stage 12 : Gap > Grenoble
1932,4479,Stage 20 : Malo > Amiens
1932,4479,Stage 19 : Charleville-Mézières > Malo
1932,4479,Stage 18 : Metz > Charleville-Mézières
1932,4479,Stage 17 : Strasbourg > Metz
1932,4479,Stage 21 : Amiens > Paris
1932,4479,Stage 15 : Evian-les-Bains > Belfort
1932,4479,Stage 14 : Aix-les-Bains > Evian-les-Bains
1932,4479,Stage 13 : Grenoble > Aix-les-Bains
1932,4479,Stage 16 : Belfort > Strasbourg
1933,4395,Stage 1 : Paris > Lille
1933,4395,Stage 10 : Digne-les-Bains > Nice
1933,4395,Stage 2 : Lille > Charleville-Mézières
1933,4395,Stage 3 : Charleville-Mézières > Metz
1933,4395,Stage 4 : Metz > Belfort
1933,4395,Stage 5 : Belfort > Evian-les-Bains
1933,4395,Stage 6 : Evian-les-Bains > Aix-les-Bains
1933,4395,Stage 7 : Aix-les-Bains > Grenoble
1933,4395,Stage 8 : Grenoble > Gap
1933,4395,Stage 9 : Gap > Digne-les-Bains
1933,4395,Stage 11 : Nice > Cannes
1933,4395,Stage 22 : Rennes > Caen
1933,4395,Stage 13 : Marseille > Montpellier
1933,4395,Stage 14 : Montpellier > Perpignan
1933,4395,Stage 15 : Perpignan > Ax-les-Thermes
1933,4395,Stage 16 : Ax-les-Thermes > Luchon
1933,4395,Stage 17 : Luchon > Tarbes
1933,4395,Stage 18 : Tarbes > Pau
1933,4395,Stage 19 : Pau > Bordeaux
1933,4395,Stage 20 : Bordeaux > La Rochelle
1933,4395,Stage 21 : La Rochelle > Rennes
1933,4395,Stage 23 : Caen > Paris
1933,4395,Stage 12 : Cannes > Marseille
1934,4470,Stage 9 : Gap > Digne-les-Bains
1934,4470,Stage 8 : Grenoble > Gap
1934,4470,Stage 7 : Aix-les-Bains > Grenoble
1934,4470,Stage 6 : Evian-les-Bains > Aix-les-Bains
1934,4470,Stage 1 : Paris > Lille
1934,4470,Stage 4 : Metz > Belfort
1934,4470,Stage 10 : Digne-les-Bains > Nice
1934,4470,Stage 3 : Charleville-Mézières > Metz
1934,4470,Stage 2 : Lille > Charleville-Mézières
1934,4470,Stage 5 : Belfort > Evian-les-Bains
1934,4470,Stage 11 : Nice > Cannes
1934,4470,Stage 21.1 : La Rochelle > La Roche-sur-Yon
1934,4470,Stage 13 : Marseille > Montpellier
1934,4470,Stage 23 : Caen > Paris
1934,4470,Stage 22 : Nantes > Caen
1934,4470,Stage 21.2 : La Roche-sur-Yon > Nantes
1934,4470,Stage 20 : Bordeaux > La Rochelle
1934,4470,Stage 19 : Pau > Bordeaux
1934,4470,Stage 12 : Cannes > Marseille
1934,4470,Stage 17 : Luchon > Tarbes
1934,4470,Stage 16 : Ax-les-Thermes > Luchon
1934,4470,Stage 15 : Perpignan > Ax-les-Thermes
1934,4470,Stage 14 : Montpellier > Perpignan
1934,4470,Stage 18 : Tarbes > Pau
1935,4338,Stage 9 : Gap > Digne-les-Bains
1935,4338,Stage 8 : Grenoble > Gap
1935,4338,Stage 7 : Aix-les-Bains > Grenoble
1935,4338,Stage 6 : Evian-les-Bains > Aix-les-Bains
1935,4338,Stage 5.2 : Genève > Evian-les-Bains
1935,4338,Stage 4 : Metz > Belfort
1935,4338,Stage 3 : Charleville-Mézières > Metz
1935,4338,Stage 2 : Lille > Charleville-Mézières
1935,4338,Stage 1 : Paris > Lille
1935,4338,Stage 10 : Digne-les-Bains > Nice
1935,4338,Stage 5.1 : Belfort > Genève
1935,4338,Stage 11 : Nice > Cannes
1935,4338,Stage 12 : Cannes > Marseille
1935,4338,Stage 21 : Caen > Paris
1935,4338,Stage 13.1 : Marseille > Nimes
1935,4338,Stage 20.2 : Vire > Caen
1935,4338,Stage 20.1 : Nantes > Vire
1935,4338,Stage 19.2 : La Roche-sur-Yon > Nantes
1935,4338,Stage 18.2 : Rochefort > La Rochelle
1935,4338,Stage 18.1 : Bordeaux > Rochefort
1935,4338,Stage 19.1 : La Rochelle > La Roche-sur-Yon
1935,4338,Stage 16 : Luchon > Pau
1935,4338,Stage 15 : Perpignan > Luchon
1935,4338,Stage 14.2 : Narbonne > Perpignan
1935,4338,Stage 14.1 : Montpellier > Narbonne
1935,4338,Stage 13.2 : Nimes > Montpellier
1935,4338,Stage 17 : Pau > Bordeaux
1936,4442,Stage 8 : Grenoble > Briançon
1936,4442,Stage 11 : Nice > Cannes
1936,4442,Stage 10 : Digne-les-Bains > Nice
1936,4442,Stage 9 : Briançon > Digne-les-Bains
1936,4442,Stage 7 : Aix-les-Bains > Grenoble
1936,4442,Stage 12 : Cannes > Marseille
1936,4442,Stage 5 : Belfort > Evian-les-Bains
1936,4442,Stage 4 : Metz > Belfort
1936,4442,Stage 3 : Charleville-Mézières > Metz
1936,4442,Stage 2 : Lille > Charleville-Mézières
1936,4442,Stage 1 : Paris > Lille
1936,4442,Stage 6 : Evian-les-Bains > Aix-les-Bains
1936,4442,Stage 13.1 : Marseille > Nimes
1936,4442,Stage 20.1 : Angers > Vire
1936,4442,Stage 14.1 : Montpellier > Narbonne
1936,4442,Stage 21 : Caen > Paris
1936,4442,Stage 13.2 : Nimes > Montpellier
1936,4442,Stage 20.2 : Vire > Caen
1936,4442,Stage 19.2 : La Roche-sur-Yon > Cholet
1936,4442,Stage 19.1 : La Rochelle > La Roche-sur-Yon
1936,4442,Stage 19.3 : Cholet > Angers
1936,4442,Stage 18.1 : Bordeaux > Saintes
1936,4442,Stage 17 : Pau > Bordeaux
1936,4442,Stage 16 : Luchon > Pau
1936,4442,Stage 15 : Perpignan > Luchon
1936,4442,Stage 14.2 : Narbonne > Perpignan
1936,4442,Stage 18.2 : Saintes > La Rochelle
1937,4415,Stage 7 : Aix-les-Bains > Grenoble
1937,4415,Stage 11.1 : Nice > Toulon
1937,4415,Stage 10 : Digne-les-Bains > Nice
1937,4415,Stage 9 : Briançon > Digne-les-Bains
1937,4415,Stage 8 : Grenoble > Briançon
1937,4415,Stage 6 : Genève > Aix-les-Bains
1937,4415,Stage 2 : Lille > Charleville-Mézières
1937,4415,Stage 5.2 : Lons-le-Saunier > Champagnole
1937,4415,Stage 5.1 : Belfort > Lons-le-Saunier
1937,4415,Stage 4 : Metz > Belfort
1937,4415,Stage 3 : Charleville-Mézières > Metz
1937,4415,Stage 1 : Paris > Lille
1937,4415,Stage 11.2 : Toulon > Marseille
1937,4415,Stage 5.3 : Champagnole > Genève
1937,4415,Stage 12.1 : Marseille > Nimes
1937,4415,Stage 18.1 : La Rochelle > La Roche-sur-Yon
1937,4415,Stage 13.1 : Montpellier > Narbonne
1937,4415,Stage 20 : Caen > Paris
1937,4415,Stage 19.2 : Vire > Caen
1937,4415,Stage 19.1 : Rennes > Vire
1937,4415,Stage 18.2 : La Roche-sur-Yon > Rennes
1937,4415,Stage 17.3 : Saintes > La Rochelle
1937,4415,Stage 17.2 : Royan > Saintes
1937,4415,Stage 12.2 : Nimes > Montpellier
1937,4415,Stage 16 : Pau > Bordeaux
1937,4415,Stage 15 : Luchon > Pau
1937,4415,Stage 14.3 : Ax-les-Thermes > Luchon
1937,4415,Stage 14.2 : Bourg-Madame > Ax-les-Thermes
1937,4415,Stage 14.1 : Perpignan > Bourg-Madame
1937,4415,Stage 13.2 : Narbonne > Perpignan
1937,4415,Stage 17.1 : Bordeaux > Royan
1938,4694,Stage 10.1 : Perpignan > Narbonne
1938,4694,Stage 9 : Luchon > Perpignan
1938,4694,Stage 8 : Pau > Luchon
1938,4694,Stage 7 : Bayonne > Pau
1938,4694,Stage 6.2 : Arcachon > Bayonne
1938,4694,Stage 6.1 : Bordeaux > Arcachon
1938,4694,Stage 4.2 : La Roche-sur-Yon > La Rochelle
1938,4694,Stage 4.3 : La Rochelle > Royan
1938,4694,Stage 4.1 : Nantes > La Roche-sur-Yon
1938,4694,Stage 3 : Saint-Brieuc > Nantes
1938,4694,Stage 2 : Caen > Saint-Brieuc
1938,4694,Stage 10.2 : Narbonne > Béziers
1938,4694,Stage 5 : Royan > Bordeaux
1938,4694,Stage 1 : Paris > Caen
